Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP017907,Male,No,1,Not Graduate,Yes,9101,7266,23003,360,1,SEMIURBAN,Y
LP019072,Female,No,0,Not Graduate,Yes,11635,0,18033,240,1,RURAL,N
LP019597,Female,No,1,Not Graduate,No,8270,0,20113,180,1,RURAL,N
LP015575,Male,Yes,0,Not Graduate,Yes,11311,0,23799,240,1,SEMIURBAN,Y
LP019633,Female,No,0,Not Graduate,Yes,4086,0,3092,360,0,RURAL,Y
LP018698,Female,Yes,0,Graduate,Yes,6941,0,18093,180,0,SEMIURBAN,Y
LP016398,Male,Yes,0,Graduate,Yes,3383,8714,13934,360,0,SEMIURBAN,Y
LP020815,Female,Yes,0,Graduate,No,6051,0,11340,180,0,SEMIURBAN,Y
LP029455,Female,Yes,1,Not Graduate,Yes,3138,0,24449,240,0,RURAL,Y
LP026157,Male,Yes,0,Not Graduate,Yes,9155,0,16191,360,0,SEMIURBAN,Y
LP016767,Male,No,5,Graduate,No,7150,0,4575,240,0,URBAN,Y
LP015877,Female,Yes,1,Graduate,Yes,6416,0,17490,180,1,SEMIURBAN,Y
LP016781,Male,No,3,Graduate,Yes,8702,0,10461,240,0,SEMIURBAN,Y
LP018055,Male,No,3,Graduate,Yes,9293,0,3720,240,0,SEMIURBAN,Y
LP018193,Male,No,1,Graduate,No,6428,0,22948,360,0,URBAN,Y
LP017312,Female,No,3,Not Graduate,No,4863,0,14025,240,0,RURAL,Y
LP013657,Female,Yes,2,Graduate,No,2426,4447,7986,180,1,SEMIURBAN,Y
LP018654,Female,Yes,1,Graduate,Yes,9293,0,12969,240,0,URBAN,Y
LP012765,Male,No,2,Graduate,Yes,12125,0,13820,180,1,RURAL,Y
LP019406,Male,Yes,1,Not Graduate,No,11419,0,18853,240,1,SEMIURBAN,Y
LP014900,Female,No,0,Graduate,No,5058,0,18873,360,1,RURAL,Y
LP018358,Male,No,4,Not Graduate,No,9881,0,11566,240,1,SEMIURBAN,N
LP016343,Female,No,0,Not Graduate,No,11330,0,11661,360,1,SEMIURBAN,Y
LP019356,Male,No,3,Not Graduate,No,2710,0,21729,240,1,RURAL,Y
LP022095,Male,Yes,0,Graduate,Yes,6211,0,24362,360,0,URBAN,Y
LP017649,Female,No,0,Not Graduate,No,8409,0,5460,180,0,SEMIURBAN,Y
LP015919,Female,Yes,1,Graduate,No,11053,0,3529,180,0,RURAL,Y
LP021162,Male,No,0,Not Graduate,No,2290,9151,9078,360,1,RURAL,N
LP012701,Male,Yes,2,Not Graduate,Yes,4851,0,22914,240,1,URBAN,Y
LP017881,Male,No,3,Not Graduate,Yes,12261,0,23094,180,1,RURAL,Y
LP021191,Male,Yes,0,Graduate,No,7733,403,5248,180,0,URBAN,Y
LP018166,Female,Yes,4,Not Graduate,No,8561,0,10078,360,1,URBAN,Y
LP016121,Female,Yes,1,Not Graduate,Yes,10455,7500,22535,360,1,RURAL,Y
LP019806,Female,No,2,Graduate,Yes,7759,0,9349,180,0,SEMIURBAN,Y
LP025197,Female,No,3,Not Graduate,No,11557,0,19564,360,1,SEMIURBAN,N
LP017062,Male,No,4,Not Graduate,Yes,6584,0,969,240,0,RURAL,Y
LP017896,Female,No,0,Not Graduate,Yes,4140,0,22779,180,1,RURAL,N
LP025479,Female,No,1,Graduate,Yes,9999,2948,9290,360,0,RURAL,Y
LP026157,Male,No,0,Not Graduate,Yes,12960,1013,7670,360,1,RURAL,Y
LP016458,Male,Yes,3,Not Graduate,Yes,6738,1553,11664,360,1,SEMIURBAN,Y
LP025539,Female,Yes,3,Graduate,Yes,5832,0,4298,180,0,URBAN,Y
LP018848,Male,Yes,4,Graduate,No,4268,0,19226,360,0,RURAL,Y
LP012707,Male,No,0,Graduate,No,11449,0,13155,360,1,SEMIURBAN,Y
LP019069,Female,Yes,0,Not Graduate,No,12574,0,23743,360,1,SEMIURBAN,N
LP026254,Female,No,0,Not Graduate,No,7960,0,21851,240,1,RURAL,N
LP015490,Female,No,5,Graduate,Yes,12465,0,14314,240,1,URBAN,N
LP016231,Female,Yes,0,Graduate,No,3162,0,20753,240,1,RURAL,N
LP018932,Male,Yes,3,Not Graduate,No,5291,7278,20602,240,0,RURAL,Y
LP015494,Male,No,2,Graduate,No,3071,0,15398,240,0,RURAL,Y
LP028049,Male,Yes,4,Graduate,No,3031,6339,320,240,1,RURAL,Y
LP029067,Female,Yes,0,Graduate,No,10808,6180,10705,360,1,URBAN,Y
LP030986,Male,No,0,Not Graduate,No,11404,9714,7504,180,1,SEMIURBAN,Y
LP019283,Female,No,0,Graduate,Yes,2425,0,4339,360,0,SEMIURBAN,Y
LP020117,Female,No,1,Not Graduate,No,9549,0,251,240,0,RURAL,Y
LP018826,Male,No,3,Graduate,Yes,1753,0,3819,360,1,RURAL,N
LP015571,Female,No,2,Not Graduate,No,12999,0,7592,360,1,RURAL,N
LP019264,Male,Yes,1,Not Graduate,No,8154,3046,2403,180,0,RURAL,Y
LP011176,Male,Yes,1,Graduate,Yes,12403,0,17612,180,1,URBAN,Y
LP019026,Female,No,2,Not Graduate,No,8824,0,22204,240,0,SEMIURBAN,Y
LP016564,Male,No,5,Not Graduate,No,3799,0,5527,180,0,SEMIURBAN,Y
LP016347,Female,No,1,Graduate,Yes,3381,5543,4263,180,0,URBAN,Y
LP019789,Male,Yes,5,Graduate,No,3869,0,13142,360,0,RURAL,Y
LP013205,Female,No,1,Not Graduate,Yes,12042,8245,12717,240,0,SEMIURBAN,Y
LP021291,Female,No,5,Graduate,Yes,6243,0,6080,180,1,RURAL,N
LP014191,Female,No,4,Graduate,Yes,5945,0,22549,240,0,RURAL,Y
LP020200,Male,Yes,3,Graduate,No,12557,0,23151,360,1,RURAL,N
LP017043,Female,Yes,1,Graduate,Yes,9693,0,14889,360,1,URBAN,Y
LP016718,Female,Yes,1,Graduate,Yes,12628,0,22592,360,1,SEMIURBAN,N
LP025197,Male,No,2,Not Graduate,Yes,1795,0,2508,240,1,SEMIURBAN,Y
LP018291,Female,No,1,Not Graduate,Yes,4405,0,1275,360,1,SEMIURBAN,N
LP018761,Male,No,0,Graduate,No,7027,0,21098,360,0,SEMIURBAN,Y
LP017233,Female,Yes,0,Graduate,Yes,7672,3977,19707,360,1,SEMIURBAN,Y
LP017551,Female,Yes,1,Not Graduate,No,5046,0,19461,180,0,SEMIURBAN,Y
LP017477,Male,Yes,0,Graduate,Yes,2798,0,2523,180,0,RURAL,Y
LP016740,Male,Yes,0,Graduate,No,7404,0,934,240,0,URBAN,Y
LP019047,Male,No,1,Not Graduate,Yes,5643,0,17765,180,1,RURAL,Y
LP017907,Female,Yes,1,Graduate,No,7150,0,7619,240,0,RURAL,Y
LP019410,Female,No,0,Graduate,No,12066,0,2951,360,0,URBAN,Y
LP019055,Male,No,5,Graduate,Yes,5661,2970,7158,240,0,SEMIURBAN,Y
LP019676,Male,Yes,1,Graduate,Yes,2596,0,19573,180,1,URBAN,N
LP018956,Male,No,1,Graduate,No,12497,9290,17216,180,0,URBAN,Y
LP022309,Male,Yes,5,Graduate,No,9314,5029,10813,360,1,URBAN,Y
LP017448,Male,Yes,0,Not Graduate,Yes,5139,0,5772,360,1,RURAL,N
LP017679,Female,No,1,Not Graduate,No,1877,0,4788,180,1,RURAL,Y
LP022309,Female,Yes,0,Graduate,No,8406,0,1459,180,1,RURAL,Y
LP024994,Male,Yes,1,Graduate,No,2000,0,16340,240,1,RURAL,Y
LP016948,Male,No,1,Graduate,No,1939,0,5249,180,1,URBAN,N
LP026691,Female,Yes,4,Not Graduate,Yes,4847,0,22490,180,0,URBAN,Y
LP016331,Female,Yes,0,Graduate,No,5533,2509,4799,180,1,RURAL,N
LP027838,Male,Yes,2,Graduate,Yes,11797,0,16162,180,1,URBAN,Y
LP024705,Male,Yes,5,Not Graduate,No,9357,0,4762,180,0,URBAN,Y
LP018638,Male,No,0,Graduate,No,12550,0,22401,180,1,URBAN,N
LP024666,Male,No,3,Not Graduate,Yes,1916,0,940,180,1,RURAL,Y
LP014481,Female,No,2,Graduate,No,11361,6040,21508,360,0,RURAL,Y
LP017055,Female,No,2,Graduate,No,6594,0,4864,180,0,SEMIURBAN,Y
LP019708,Female,No,0,Not Graduate,Yes,2032,7657,16742,180,1,SEMIURBAN,N
LP027258,Male,No,1,Graduate,Yes,12747,0,6462,240,0,URBAN,Y
LP017069,Male,No,3,Graduate,Yes,7154,8820,6496,180,0,SEMIURBAN,Y
LP017350,Male,No,1,Not Graduate,Yes,10099,0,4449,180,1,SEMIURBAN,Y
LP019019,Male,Yes,3,Graduate,No,5757,5322,17790,360,1,SEMIURBAN,N
LP013036,Female,Yes,3,Not Graduate,No,5841,0,22823,240,1,URBAN,Y
LP018745,Male,No,0,Not Graduate,Yes,11057,0,14721,360,1,RURAL,Y
LP015402,Female,Yes,1,Graduate,No,9684,0,6530,180,0,SEMIURBAN,Y
LP018640,Male,Yes,2,Graduate,No,7491,0,15742,180,1,SEMIURBAN,N
LP029393,Female,Yes,1,Graduate,Yes,6536,0,24023,180,0,URBAN,Y
LP018229,Male,Yes,3,Graduate,Yes,7392,0,23270,360,1,URBAN,N
LP029500,Female,Yes,2,Not Graduate,Yes,4173,0,22825,240,0,RURAL,Y
LP022129,Female,Yes,1,Graduate,Yes,4576,0,24491,180,0,URBAN,Y
LP022915,Female,No,5,Graduate,Yes,10090,0,14789,180,0,URBAN,Y
LP027838,Female,Yes,3,Graduate,Yes,12954,0,12721,360,1,RURAL,Y
LP026171,Male,Yes,1,Not Graduate,Yes,3966,0,24864,180,0,URBAN,Y
LP015397,Male,No,5,Not Graduate,No,4893,0,17768,240,0,URBAN,Y
LP025479,Female,Yes,1,Not Graduate,Yes,8227,0,13965,360,0,RURAL,Y
LP029306,Female,Yes,1,Graduate,No,4438,1413,6050,360,1,URBAN,Y
LP017354,Male,Yes,1,Not Graduate,Yes,3649,0,20279,360,1,RURAL,Y
LP019882,Female,No,1,Not Graduate,Yes,8739,0,3173,360,1,URBAN,N
LP017798,Female,Yes,0,Not Graduate,No,11303,0,23918,240,0,SEMIURBAN,Y
LP029536,Female,Yes,3,Graduate,Yes,6641,0,5266,360,0,URBAN,Y
LP029046,Male,Yes,3,Graduate,No,7462,0,12308,360,0,SEMIURBAN,Y
LP021749,Male,Yes,0,Not Graduate,Yes,12273,5974,7523,240,0,SEMIURBAN,Y
LP018086,Female,Yes,5,Graduate,Yes,9416,0,6182,180,0,SEMIURBAN,Y
LP015814,Female,Yes,4,Not Graduate,No,2556,0,706,240,1,SEMIURBAN,Y
LP020389,Male,Yes,3,Not Graduate,Yes,4457,0,10664,360,0,URBAN,Y
LP027765,Female,No,3,Graduate,Yes,12367,0,4232,180,0,SEMIURBAN,Y
LP019096,Male,Yes,1,Not Graduate,Yes,10398,0,11232,180,1,SEMIURBAN,Y
LP020977,Male,Yes,5,Not Graduate,Yes,10567,2499,21015,180,0,URBAN,Y
LP018731,Male,No,1,Graduate,No,10862,0,13849,180,1,SEMIURBAN,N
LP018853,Male,Yes,4,Graduate,No,5579,0,531,180,1,RURAL,Y
LP019169,Male,Yes,1,Graduate,Yes,7735,5073,1461,240,0,SEMIURBAN,Y
LP016396,Female,No,5,Not Graduate,No,12842,0,17188,180,0,RURAL,Y
LP031471,Female,No,4,Graduate,Yes,5439,0,10292,180,1,URBAN,Y
LP017268,Male,Yes,0,Graduate,Yes,6009,0,1789,180,0,RURAL,Y
LP019933,Male,Yes,0,Not Graduate,No,9923,0,8513,240,1,SEMIURBAN,N
LP020355,Male,Yes,2,Graduate,Yes,12558,0,19200,180,1,RURAL,N
LP023409,Male,Yes,0,Not Graduate,Yes,7173,0,14681,180,1,RURAL,Y
LP018373,Male,Yes,0,Not Graduate,No,11047,2274,7320,360,0,RURAL,Y
LP019106,Male,Yes,0,Graduate,No,2597,0,418,360,0,RURAL,Y
LP019470,Male,Yes,1,Not Graduate,No,9089,0,23594,240,0,URBAN,Y
LP019504,Male,Yes,4,Not Graduate,Yes,10903,0,14326,240,0,SEMIURBAN,Y
LP019706,Female,No,2,Not Graduate,No,7120,0,15701,180,1,URBAN,Y
LP016734,Female,Yes,5,Not Graduate,Yes,10566,0,19828,360,0,URBAN,Y
LP016210,Female,Yes,5,Not Graduate,Yes,9812,0,1189,360,0,SEMIURBAN,Y
LP019973,Female,No,1,Not Graduate,No,7425,0,20103,360,1,SEMIURBAN,N
LP018627,Female,Yes,1,Not Graduate,No,10513,3537,8902,180,1,RURAL,N
LP017056,Female,No,0,Graduate,No,11319,0,20781,360,1,SEMIURBAN,Y
LP015616,Male,No,3,Not Graduate,No,6138,0,14524,240,0,SEMIURBAN,Y
LP022185,Female,Yes,3,Not Graduate,No,12040,0,20509,180,1,RURAL,Y
LP017655,Male,Yes,5,Graduate,Yes,4482,7986,3081,180,1,SEMIURBAN,Y
LP023479,Male,No,4,Not Graduate,No,10218,0,13471,360,1,URBAN,N
LP029923,Male,Yes,0,Graduate,No,5949,0,18122,180,1,SEMIURBAN,Y
LP018101,Female,No,0,Graduate,No,10362,3814,10530,180,0,SEMIURBAN,Y
LP019312,Male,Yes,0,Not Graduate,Yes,4926,0,7342,360,1,SEMIURBAN,N
LP024366,Male,Yes,1,Not Graduate,No,10386,0,15621,360,0,URBAN,Y
LP019298,Female,Yes,0,Not Graduate,Yes,2795,0,16609,180,1,SEMIURBAN,Y
LP026540,Male,Yes,2,Graduate,Yes,5527,0,14063,240,1,RURAL,N
LP018926,Male,Yes,0,Not Graduate,Yes,10009,0,16747,180,0,SEMIURBAN,Y
LP019343,Male,Yes,0,Not Graduate,Yes,10588,0,17369,240,1,SEMIURBAN,Y
LP019801,Male,No,3,Not Graduate,No,2694,0,17865,180,0,SEMIURBAN,Y
LP019575,Male,No,2,Not Graduate,Yes,12573,0,10556,180,0,RURAL,Y
LP027819,Male,No,1,Not Graduate,Yes,1643,0,20464,240,0,RURAL,Y
LP023740,Male,No,2,Not Graduate,No,6353,0,8038,180,0,SEMIURBAN,Y
LP018351,Male,Yes,2,Not Graduate,No,1686,7024,1436,240,1,RURAL,N
LP025901,Female,No,0,Not Graduate,No,4789,0,12485,240,1,URBAN,Y
LP014472,Male,Yes,5,Graduate,Yes,4007,0,1285,240,0,URBAN,Y
LP019333,Female,No,1,Not Graduate,Yes,8885,0,20903,240,0,RURAL,Y
LP018354,Male,No,4,Not Graduate,Yes,5693,1005,18144,360,1,RURAL,N
LP025539,Female,No,2,Not Graduate,No,6385,0,4631,240,1,SEMIURBAN,N
LP016352,Female,Yes,4,Graduate,Yes,10451,0,24881,240,0,URBAN,Y
LP019856,Male,No,0,Graduate,No,8413,1480,13273,360,0,SEMIURBAN,Y
LP024705,Male,No,3,Not Graduate,No,3696,0,11646,180,1,SEMIURBAN,Y
LP017780,Female,Yes,3,Not Graduate,Yes,3966,0,15381,180,1,RURAL,Y
LP024240,Female,Yes,0,Not Graduate,Yes,7191,8069,13891,360,1,URBAN,N
LP019503,Male,Yes,0,Not Graduate,No,1582,0,6952,180,1,SEMIURBAN,Y
LP029500,Female,No,3,Not Graduate,Yes,9659,8592,3270,240,0,RURAL,Y
LP032762,Male,No,1,Graduate,Yes,1522,0,11590,180,1,SEMIURBAN,N
LP025820,Female,Yes,4,Graduate,No,9623,0,23745,180,0,URBAN,Y
LP028807,Male,No,1,Graduate,No,8662,0,7047,240,1,SEMIURBAN,Y
LP017838,Female,Yes,0,Not Graduate,No,6683,0,10779,180,1,SEMIURBAN,Y
LP019796,Male,No,0,Graduate,No,2754,0,20886,360,0,URBAN,Y
LP029067,Female,Yes,0,Not Graduate,Yes,7203,0,18358,240,1,SEMIURBAN,N
LP023583,Female,Yes,5,Graduate,No,3210,0,14882,240,1,RURAL,N
LP028056,Female,Yes,0,Not Graduate,No,10595,7519,17800,360,0,URBAN,Y
LP023409,Female,Yes,1,Not Graduate,No,6563,0,6030,180,1,SEMIURBAN,Y
LP017924,Female,No,0,Not Graduate,No,8397,0,16160,360,1,URBAN,Y
LP020117,Female,No,0,Graduate,Yes,1844,5885,17751,240,1,URBAN,N
LP024366,Male,No,3,Graduate,No,2141,0,1873,360,1,SEMIURBAN,N
LP018466,Male,No,0,Not Graduate,Yes,6198,0,4275,240,0,RURAL,Y
LP028235,Female,No,0,Not Graduate,Yes,1850,0,10967,180,0,URBAN,Y
LP018200,Male,Yes,1,Graduate,Yes,6430,0,9596,240,0,SEMIURBAN,Y
LP033072,Female,No,4,Graduate,No,5901,0,7462,240,0,RURAL,Y
LP023906,Female,No,3,Graduate,No,4524,0,9442,180,0,URBAN,Y
LP029092,Female,Yes,3,Graduate,No,3597,0,13812,180,1,RURAL,Y
LP028704,Female,Yes,1,Not Graduate,No,7408,4447,423,180,1,SEMIURBAN,N
LP026792,Male,Yes,5,Graduate,Yes,10718,0,1525,180,0,URBAN,Y
LP018232,Female,No,0,Graduate,Yes,10056,0,16039,180,0,SEMIURBAN,Y
LP021749,Male,Yes,2,Not Graduate,No,8893,0,9749,360,0,URBAN,Y
LP018025,Male,No,2,Not Graduate,No,12916,0,9693,180,0,URBAN,Y
LP027198,Male,No,0,Not Graduate,Yes,5214,0,2149,240,0,URBAN,Y
LP020412,Female,Yes,5,Not Graduate,No,10268,0,14248,360,0,URBAN,Y
LP027831,Female,Yes,0,Graduate,Yes,6663,0,23585,360,1,URBAN,N
LP027440,Female,Yes,1,Graduate,No,10675,4783,20933,180,0,RURAL,Y
LP029536,Female,No,1,Graduate,Yes,12920,0,12461,360,0,SEMIURBAN,Y
LP019518,Female,Yes,5,Graduate,Yes,5649,120,6028,360,1,URBAN,N
LP018190,Female,No,5,Graduate,No,6854,0,11495,360,1,RURAL,Y
LP026244,Female,No,1,Not Graduate,Yes,6042,6244,6619,360,1,RURAL,Y
LP019310,Female,No,2,Graduate,No,9715,0,9060,240,1,RURAL,N
LP022129,Female,No,5,Not Graduate,No,6306,0,7683,360,1,URBAN,Y
LP029284,Male,Yes,3,Graduate,No,10851,7715,21492,240,1,URBAN,N
LP035059,Male,Yes,0,Not Graduate,Yes,5176,0,10456,180,1,URBAN,Y
LP030446,Female,Yes,0,Not Graduate,No,6793,0,2587,180,1,SEMIURBAN,Y
LP022617,Female,Yes,4,Not Graduate,No,4864,0,23117,240,0,SEMIURBAN,Y
LP021249,Male,Yes,0,Not Graduate,No,6548,0,12780,360,1,RURAL,Y
LP014020,Male,Yes,0,Not Graduate,Yes,12523,0,2385,180,0,SEMIURBAN,Y
LP026830,Female,Yes,2,Not Graduate,Yes,6751,0,23051,360,1,RURAL,N
LP015948,Male,Yes,0,Graduate,No,11149,0,24802,360,1,SEMIURBAN,N
LP031471,Female,Yes,2,Not Graduate,No,10416,5643,1078,240,1,RURAL,Y
LP030986,Male,No,0,Not Graduate,Yes,9222,0,572,240,1,URBAN,N
LP019850,Male,Yes,5,Not Graduate,Yes,9438,0,4437,360,1,URBAN,Y
LP023927,Female,Yes,5,Not Graduate,No,12200,0,24860,360,0,URBAN,Y
LP024994,Male,Yes,2,Not Graduate,Yes,6728,0,14073,360,1,RURAL,N
LP028704,Male,No,3,Graduate,No,10664,0,23041,180,0,RURAL,Y
LP027448,Male,No,4,Not Graduate,Yes,4874,0,3589,360,1,SEMIURBAN,N
LP019965,Male,Yes,1,Graduate,Yes,8585,0,20863,240,0,URBAN,Y
LP031429,Female,Yes,3,Graduate,Yes,3838,0,3531,180,1,URBAN,N
LP026185,Female,Yes,1,Not Graduate,Yes,12867,4940,8176,180,0,URBAN,Y
LP029562,Male,No,2,Not Graduate,No,2567,0,20603,240,1,RURAL,Y
LP035003,Male,Yes,0,Not Graduate,Yes,6944,6375,21436,360,0,SEMIURBAN,Y
LP018165,Female,No,0,Graduate,Yes,2588,0,14788,240,0,RURAL,Y
LP033300,Female,No,3,Not Graduate,No,2210,0,20976,180,0,SEMIURBAN,Y
LP037547,Male,No,1,Graduate,No,5528,0,14183,360,0,RURAL,Y
LP028807,Male,Yes,1,Graduate,Yes,5880,0,1764,360,0,URBAN,Y
LP030980,Female,Yes,4,Graduate,Yes,10646,0,16869,240,1,SEMIURBAN,Y
LP027440,Female,No,0,Not Graduate,Yes,2840,0,6316,180,0,SEMIURBAN,Y
LP026908,Male,Yes,1,Graduate,No,1707,0,16865,360,1,RURAL,Y
LP031530,Male,Yes,5,Not Graduate,Yes,1730,0,7651,360,1,RURAL,Y
LP018089,Female,Yes,2,Not Graduate,Yes,6752,0,18303,360,0,URBAN,Y
LP033879,Male,No,1,Not Graduate,No,5002,0,16720,360,1,RURAL,N
LP030065,Female,Yes,3,Graduate,Yes,4065,0,21620,240,1,SEMIURBAN,Y
LP033879,Male,Yes,2,Not Graduate,No,10756,0,24445,360,1,SEMIURBAN,N
LP025334,Male,No,5,Graduate,No,10999,0,6614,240,1,RURAL,Y
LP029135,Female,No,0,Graduate,No,7698,0,7428,180,1,SEMIURBAN,Y
LP030980,Female,No,0,Not Graduate,Yes,4838,0,3651,360,0,URBAN,Y
LP031287,Female,No,0,Graduate,Yes,12478,4874,14811,360,0,SEMIURBAN,Y
LP022617,Male,Yes,0,Not Graduate,Yes,9389,0,4730,360,1,URBAN,N
LP035498,Female,No,0,Graduate,Yes,8272,0,14392,240,0,RURAL,Y
LP039517,Female,Yes,0,Graduate,No,4575,0,20255,360,0,SEMIURBAN,Y
LP038373,Male,No,1,Graduate,Yes,4864,9990,10247,360,1,URBAN,N
LP033206,Female,Yes,1,Not Graduate,No,9248,6867,9578,240,0,URBAN,Y
LP027448,Male,No,0,Graduate,No,7488,7208,7016,180,1,SEMIURBAN,N
LP029923,Male,Yes,0,Graduate,Yes,2511,0,8943,240,0,SEMIURBAN,Y
LP018446,Female,No,1,Not Graduate,No,5086,0,3145,240,0,SEMIURBAN,Y
LP029562,Male,Yes,5,Graduate,No,1874,0,20568,240,0,URBAN,Y
LP033206,Male,Yes,1,Graduate,No,3024,0,11293,240,0,URBAN,Y
LP029412,Female,Yes,3,Graduate,Yes,6976,9038,675,180,1,SEMIURBAN,N
LP034520,Female,Yes,0,Graduate,No,6827,0,8013,360,0,URBAN,Y
LP038557,Male,No,0,Not Graduate,Yes,10791,0,5857,180,1,RURAL,Y
LP041754,Male,No,5,Not Graduate,Yes,7529,7796,4142,360,0,SEMIURBAN,Y
LP034176,Male,No,1,Not Graduate,No,6039,0,918,240,1,SEMIURBAN,Y
LP023906,Female,Yes,0,Graduate,Yes,12660,5034,8518,180,1,SEMIURBAN,Y
LP032762,Male,Yes,0,Graduate,No,10885,0,12104,240,0,SEMIURBAN,Y
LP028235,Female,No,0,Graduate,No,11573,6130,14719,240,0,SEMIURBAN,Y
LP019996,Male,Yes,1,Graduate,Yes,7144,0,21952,240,1,URBAN,Y
LP040706,Male,No,5,Graduate,Yes,9794,0,6194,240,1,URBAN,Y
LP030065,Female,Yes,5,Not Graduate,Yes,3152,0,4350,240,0,URBAN,Y
LP030446,Male,No,3,Graduate,Yes,11206,7189,2611,180,0,RURAL,Y
LP033640,Male,No,0,Graduate,No,3351,0,14413,360,1,URBAN,N
LP038874,Female,No,0,Graduate,No,11527,0,11433,360,0,URBAN,Y
LP026908,Female,Yes,0,Not Graduate,Yes,2722,0,20961,360,1,URBAN,Y
LP034973,Female,Yes,4,Not Graduate,No,6779,0,23361,180,1,SEMIURBAN,N
LP031471,Female,Yes,1,Graduate,Yes,11461,0,485,360,0,RURAL,Y
LP017626,Female,No,4,Graduate,No,11166,8150,13243,180,0,URBAN,Y
LP029049,Male,Yes,3,Graduate,No,7368,2069,21299,240,1,RURAL,N
LP014143,Female,No,4,Graduate,Yes,2607,0,22195,240,0,URBAN,Y
LP029284,Male,No,1,Graduate,No,2252,1301,4879,360,1,RURAL,Y
LP035707,Female,Yes,1,Not Graduate,Yes,5245,2435,13236,360,0,SEMIURBAN,Y
LP027831,Male,Yes,3,Not Graduate,No,11597,0,2375,360,1,SEMIURBAN,N
LP026244,Male,No,0,Not Graduate,Yes,8909,0,22683,240,1,RURAL,N
LP035329,Male,Yes,1,Not Graduate,Yes,5975,0,9418,240,0,URBAN,Y
LP029455,Male,No,1,Graduate,No,2633,0,6918,180,0,URBAN,Y
LP028056,Male,No,1,Not Graduate,Yes,5752,0,14639,360,1,RURAL,Y
LP039498,Male,Yes,5,Not Graduate,Yes,7192,6655,23599,240,1,SEMIURBAN,N
LP030765,Female,Yes,4,Graduate,No,9539,4666,23819,360,0,URBAN,Y
LP028519,Female,Yes,1,Graduate,Yes,6553,0,19493,360,1,RURAL,Y
LP034766,Female,No,1,Not Graduate,No,11917,0,18295,360,0,SEMIURBAN,Y
LP027198,Female,Yes,0,Not Graduate,Yes,10717,5435,12648,360,1,RURAL,Y
LP028519,Female,No,3,Graduate,Yes,7322,6995,1484,240,1,URBAN,N
LP035059,Female,Yes,5,Graduate,No,9407,0,493,360,0,SEMIURBAN,Y
LP026691,Female,Yes,1,Graduate,Yes,2658,0,4034,180,1,RURAL,Y
LP025820,Female,Yes,3,Not Graduate,Yes,8971,0,19799,360,1,SEMIURBAN,N
LP026258,Female,No,1,Graduate,No,1892,0,18906,360,0,SEMIURBAN,Y
LP031103,Female,No,3,Graduate,Yes,3464,0,17662,360,1,SEMIURBAN,Y
LP032818,Female,No,1,Not Graduate,Yes,8786,0,9612,180,0,SEMIURBAN,Y
LP035406,Female,Yes,0,Not Graduate,Yes,8273,0,12260,360,0,SEMIURBAN,Y
LP031899,Male,Yes,1,Graduate,Yes,12943,0,376,240,1,SEMIURBAN,Y
LP026254,Female,No,0,Graduate,Yes,3826,0,3197,360,1,SEMIURBAN,N
LP040898,Male,Yes,0,Not Graduate,No,9522,0,4566,240,0,RURAL,Y
LP031973,Male,No,1,Graduate,Yes,9569,8562,1443,180,1,URBAN,N
LP029092,Male,Yes,1,Not Graduate,No,8380,4575,20731,180,0,RURAL,Y
LP035498,Male,Yes,0,Not Graduate,Yes,12285,0,24087,240,0,URBAN,Y
LP033812,Male,Yes,1,Graduate,No,2361,0,9330,360,0,SEMIURBAN,Y
LP032216,Female,No,0,Not Graduate,Yes,2792,0,14957,180,1,SEMIURBAN,N
LP035406,Female,No,1,Graduate,No,3668,0,23075,240,0,SEMIURBAN,Y
LP028002,Female,Yes,3,Not Graduate,Yes,1622,1964,13445,240,1,RURAL,Y
LP041754,Male,No,1,Graduate,No,3628,2743,11146,360,1,URBAN,Y
LP026830,Male,Yes,4,Not Graduate,No,11183,0,22143,240,0,URBAN,Y
LP022309,Female,Yes,0,Graduate,Yes,6191,0,18785,180,1,RURAL,N
LP037547,Female,Yes,0,Not Graduate,Yes,4872,0,572,360,1,URBAN,Y
LP025901,Male,Yes,2,Graduate,Yes,6570,0,11061,240,0,URBAN,Y
LP038874,Female,Yes,1,Not Graduate,Yes,11073,0,23507,180,1,URBAN,Y
LP031973,Female,No,1,Not Graduate,No,8587,0,2954,240,1,SEMIURBAN,N
LP028049,Male,Yes,0,Not Graduate,Yes,4432,0,4862,240,0,RURAL,Y
LP033300,Female,No,1,Graduate,Yes,3255,0,5291,360,0,RURAL,Y
LP024775,Male,Yes,5,Graduate,No,9869,4633,19832,180,0,SEMIURBAN,Y
LP034181,Male,Yes,5,Not Graduate,No,6181,0,6699,360,1,RURAL,Y
LP027819,Male,No,2,Graduate,Yes,7665,4359,18648,180,1,RURAL,N
LP033848,Male,Yes,3,Graduate,Yes,4366,0,4003,240,1,RURAL,Y
LP031287,Female,No,5,Not Graduate,Yes,8981,0,14740,360,1,RURAL,Y
LP031612,Female,No,1,Not Graduate,Yes,9956,0,13107,180,0,URBAN,Y
LP032216,Female,No,1,Not Graduate,No,2456,0,23409,180,1,SEMIURBAN,Y
